URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://spor.ema.europa.eu/v1/lists/100000000004,0.1.0,active,,DomainCs,Domain,"Domain","ValueSet/domainVs"
https://spor.ema.europa.eu/v1/lists/100000000008,0.1.0,active,,QuantityOperatorCs,Quantity Operator,"Quantity Operator","ValueSet/quantityOperatorVs"
https://spor.ema.europa.eu/v1/lists/100000072049,0.1.0,active,,RegulatoryEntitlementStatusCs,Regulatory Entitlement Status,"Regulatory Entitlement Status","ValueSet/regulatoryEntitlementStatusVs"
https://spor.ema.europa.eu/v1/lists/100000072050,0.1.0,active,,IngredientRoleCs,Ingredient Role,"Ingredient Role","ValueSet/ingredientRoleVs"
https://spor.ema.europa.eu/v1/lists/100000072051,0.1.0,active,,LegalStatusForTheSupplyCs,Legal Status From the Supply,"Legal Status From the Supply","ValueSet/legalStatusForTheSupplyVs"
https://spor.ema.europa.eu/v1/lists/100000073345,0.1.0,active,,RoutesAndMethodsOfAdministrationCs,Routes and Methods Of Administration,"Routes and Methods Of Administration","ValueSet/routesAndMethodsOfAdministrationVs"
https://spor.ema.europa.eu/v1/lists/200000000004,0.1.0,active,,PharmaceuticalDoseFormCs,Pharmaceutical Dose Form,"Pharmaceutical Dose Form","ValueSet/pharmaceuticalDoseFormVs"
https://spor.ema.europa.eu/v1/lists/200000000014,0.1.0,active,,UnitsOfPresentationCs,Units Of Presentation,"Units Of Presentation","ValueSet/unitsOfPresentationVs"
https://spor.ema.europa.eu/v1/lists/220000000000,0.1.0,active,,MedicinalProductNamePartTypeCs,Medicinal Product Name Part Type,"Medicinal Product Name Part Type","ValueSet/medicinalProductNamePartTypeVs"
https://spor.ema.europa.eu/v1/lists/220000000060,0.1.0,active,,RegulatoryEntitlementTypeCs,Regulatory Entitlement,"Regulatory Entitlement","ValueSet/regulatoryEntitlementTypeVs"
