Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-HL7ATCoreProfiles.json	7781	-	0	0	0	0	0	0	5	98	1	0	0	0	0	0	0	0	0	0	101	108	0	0	0	10	0	0
fsh-generated/resources/Organization-Organization-example-f001-burgers.json	1887	13	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0
fsh-generated/resources/Patient-HL7ATCorePatientExample01.json	3833	15	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0
fsh-generated/resources/Patient-HL7ATCorePatientExample02-deceasedTime.json	2531	11	1	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	1
fsh-generated/resources/Patient-HL7ATCorePatientExample03-deceasedBoolean.json	1654	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0
fsh-generated/resources/Patient-HL7ATCorePatientExample04-Full.json	6142	18	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	1	0	0	29	31	0	0	0	0	0	0
fsh-generated/resources/Patient-HL7ATCorePatientExample05-FullElga.json	3830	16	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-at-core-address.json	6104	14	6	0	1	0	0	77	1	195	0	0	0	0	0	0	0	0	0	0	156	1443	0	0	1	10	0	0
fsh-generated/resources/StructureDefinition-at-core-ext-address-additionalInformation.json	1647	9	0	0	0	0	0	16	0	20	0	0	0	0	0	0	0	1	0	0	61	227	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-at-core-ext-patient-religion.json	3974	11	5	0	0	0	0	78	0	70	0	0	0	0	0	0	0	1	0	0	192	478	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-at-core-ext-valueset-systemoid.json	1904	8	0	0	0	0	0	19	0	15	0	0	1	0	0	0	0	0	0	0	56	116	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-at-core-organization.json	4882	17	0	0	0	0	0	192	0	169	0	0	0	0	0	0	0	3	0	0	508	782	0	0	0	14	0	2
fsh-generated/resources/StructureDefinition-at-core-patient.json	26723	43	0	0	0	0	0	631	0	571	0	0	0	0	0	0	0	3	0	0	1675	2049	0	0	0	49	0	2
fsh-generated/resources/StructureDefinition-at-core-practitioner.json	4296	12	0	0	0	0	0	164	0	151	0	0	0	0	0	0	0	1	0	0	575	429	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-at-core-practitionerRole.json	2030	9	1	0	0	0	0	76	0	63	0	0	0	0	0	0	0	1	0	0	180	197	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-at-core-valueset.json	3015	13	0	0	0	0	0	171	0	157	0	0	1	0	0	0	0	0	0	0	388	541	0	0	0	12	0	0
