URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.at/fhir/HL7ATCoreProfiles/4.0.1/CodeSystem/at-core-cs-iso-3166-1-alpha-3,0.0.0,active,"1.0.3166.1.2.3",HL7ATCoreCSISO-3166-1-alpha-3,HL7® AT® Core ISO 3166-1 alpha 3 Code System,"ISO code system for country codes with 3 letters. Also accessible on [Termpub - CodeSystem - ISO 3166-1 alpha 3](https://termpub.gesundheit.gv.at/TermBrowser/gui/main/main.zul?loadType=CodeSystem&loadName=ISO%203166-1%20alpha%203%202016).","ValueSet/at-elga-vs-countryCodes"
http://hl7.at/fhir/HL7ATCoreProfiles/4.0.1/CodeSystem/at-core-cs-religion,0.0.0,active,"2.16.840.1.113883.2.16.1.4.1",HL7ATCoreCSReligion,HL7 AT Core Religion Code System,"Code system for the religions and faith communities in Austria. Also accessible on [Termpub - CodeSystem - HL7 AT ReligionAustria](https://termpub.gesundheit.gv.at:443/TermBrowser/gui/main/main.zul?loadType=CodeSystem&loadName=HL7.AT:ReligionAustria).","ValueSet/at-elga-vs-religion"
http://hl7.org/fhir/CodeSystem/medication-dose-aid,5.0.0,active,"2.16.840.1.113883.4.642.4.2075",MedicationDoseAid,Medication dose aid,"Medication dose aid","ValueSet/medication-dose-aid"
http://hl7.org/fhir/CodeSystem/medication-ingredientstrength,5.0.0,active,"2.16.840.1.113883.4.642.4.2062",MedicationIngredientStrengthCodes,Medication Ingredient Strength Codes,"Medication Ingredient Strength Codes","ValueSet/medication-ingredientstrength"
http://hl7.org/fhir/CodeSystem/medication-intended-performer-role,5.0.0,active,"2.16.840.1.113883.4.642.4.2074",MedicationIntendedPerformerRole,Medication Intended Performer Role,"Medication Intended Performer Role","ValueSet/medication-intended-performer-role"
http://hl7.org/fhir/CodeSystem/medication-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1380",MedicationStatusCodes,Medication Status Codes,"Medication Status Codes","ValueSet/medication-status"
http://hl7.org/fhir/CodeSystem/medicationdispense-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1971",MedicationDispenseStatusCodes,Medication Dispense Status Codes,"Medication Dispense Status Codes","ValueSet/medicationdispense-status"
http://hl7.org/fhir/CodeSystem/medicationdispense-status-reason,5.0.0,active,"2.16.840.1.113883.4.642.4.1973",MedicationDispenseStatusReasonCodes,Medication Dispense Status Reason Codes,"Medication Dispense Status Reason Codes","ValueSet/medicationdispense-status-reason"
http://hl7.org/fhir/CodeSystem/medicationrequest-intent,5.0.0,active,"2.16.840.1.113883.4.642.4.1378",MedicationRequestIntentCodes,MedicationRequest Intent Codes,"MedicationRequest Intent Codes","ValueSet/medicationrequest-intent"
http://hl7.org/fhir/CodeSystem/medicationrequest-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1377",MedicationRequestStatusCodes,MedicationRequest Status Codes,"MedicationRequest Status Codes","ValueSet/medicationrequest-status"
http://hl7.org/fhir/action-cardinality-behavior,5.0.0,active,"2.16.840.1.113883.4.642.4.808,2.16.840.1.113883.4.642.1.791",ActionCardinalityBehavior,Action Cardinality Behavior,"Defines behavior for an action or a group for how many times that item may be repeated.","ValueSet/action-cardinality-behavior"
http://hl7.org/fhir/action-code,5.0.0,active,"2.16.840.1.113883.4.642.4.1944",ActionCode,Action Code,"Provides examples of actions to be performed.","ValueSet/action-code"
