URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,5.0.0,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/MopedPatientSV,StructureDefinition/MopedPatientLGF,StructureDefinition/MopedPatientBund,StructureDefinition/MopedPatient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/address-use,5.0.0,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/MopedPatientSV,StructureDefinition/MopedPatientLGF,StructureDefinition/MopedPatientBund,StructureDefinition/MopedPatient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adjudication,5.0.0,draft,"2.16.840.1.113883.4.642.2.325,2.16.840.1.113883.4.642.3.596,2.16.840.1.113883.4.642.3.588",AdjudicationValueCodes,Adjudication Value Codes,"This value set includes a smattering of Adjudication Value codes which includes codes to indicate the amounts eligible under the plan, the amount of benefit, copays etc.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","THO"
http://hl7.org/fhir/ValueSet/adjudication-error,5.0.0,draft,"2.16.840.1.113883.4.642.3.39",AdjudicationErrorCodes,Adjudication Error Codes,"This value set includes a smattering of adjudication codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","THO"
http://hl7.org/fhir/ValueSet/adjudication-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.598,2.16.840.1.113883.4.642.3.590",AdjudicationReasonCodes,Adjudication Reason Codes,"This value set includes smattering of Adjudication Reason codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","THO"
http://hl7.org/fhir/ValueSet/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/MopedPatientSV,StructureDefinition/MopedPatientLGF,StructureDefinition/Hauptversicherter,StructureDefinition/MopedPatientBund,StructureDefinition/MopedPatient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/all-languages,5.0.0,active,"2.16.840.1.113883.4.642.3.21",AllLanguages,All Languages,"This value set includes all possible codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/MopedLKFRequest,StructureDefinition/MopedKHOrganisationseinheit,StructureDefinition/MopedProcedure,StructureDefinition/MopedVAERequest,StructureDefinition/MopedUpdateBundleKH,StructureDefinition/MopedAbrechnenBundleKH,StructureDefinition/MopedEncounterAufnahmeS,StructureDefinition/MopedEntscheidenLGFBundle,StructureDefinition/MopedEntlassenAvisoComposition,StructureDefinition/MopedCoverageSelbstzahler,StructureDefinition/MopedEntlassenVollstaendigComposition,StructureDefinition/MopedInputBundleKH,StructureDefinition/DachverbandOrganization,StructureDefinition/BundOrganization,StructureDefinition/MopedEncounterLGF,StructureDefinition/MopedTransferEncounter,StructureDefinition/MopedDeviceXDok,StructureDefinition/MopedComposition,StructureDefinition/MopedAntwortenBundleSV,StructureDefinition/KHOrganization,StructureDefinition/MopedAufnahmeComposition,StructureDefinition/MopedCoverage,StructureDefinition/MopedPatientBund,StructureDefinition/MopedEntlassenBundle,StructureDefinition/LGFOrganization,StructureDefinition/MopedEncounterEntlassungS,StructureDefinition/MopedUpdateComposition,StructureDefinition/MopedQuestionnaireResponseEinmeldenBundle,StructureDefinition/MopedQuestionnaireResponseFallbezogen,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedVAERequestInitial,StructureDefinition/MopedARKStatusUpdate,StructureDefinition/MopedPatientLGF,StructureDefinition/MopedEncounter,StructureDefinition/MopedQuestionnaireResponseNichtFallbezogen,StructureDefinition/MopedEncounterBund,StructureDefinition/SVOrganization,StructureDefinition/MopedEncounterSV,StructureDefinition/MopedAnfragenBundleKH,StructureDefinition/MopedBeantwortenComposition,StructureDefinition/MopedTransferEncounterA,StructureDefinition/MopedMasterComposition,StructureDefinition/MopedEncounterS,StructureDefinition/MopedMeldenLGFBundle,StructureDefinition/MopedDevice,StructureDefinition/MopedAnfragenComposition,StructureDefinition/MopedTransferEncounterS,StructureDefinition/MopedLKFResponse,StructureDefinition/Hauptversicherter,StructureDefinition/MopedCondition,StructureDefinition/MopedEncounterA,StructureDefinition/MopedTransferEncounterI,StructureDefinition/MopedARKResponse,StructureDefinition/MopedPatientSV,StructureDefinition/MopedARKRequest,StructureDefinition/MopedAufnehmenBundleKH,StructureDefinition/MopedVAEResponse,StructureDefinition/MopedPatient","Other"
http://hl7.org/fhir/ValueSet/benefit-network,5.0.0,draft,"2.16.840.1.113883.4.642.3.600,2.16.840.1.113883.4.642.3.608",NetworkTypeCodes,Network Type Codes,"This value set includes a smattering of Network type codes.","StructureDefinition/MopedCoverageSelbstzahler,StructureDefinition/MopedCoverage","THO"
http://hl7.org/fhir/ValueSet/benefit-term,5.0.0,draft,"2.16.840.1.113883.4.642.3.612,2.16.840.1.113883.4.642.3.604",BenefitTermCodes,Benefit Term Codes,"This value set includes a smattering of Benefit Term codes.","StructureDefinition/MopedCoverageSelbstzahler,StructureDefinition/MopedCoverage","THO"
http://hl7.org/fhir/ValueSet/benefit-unit,5.0.0,draft,"2.16.840.1.113883.4.642.3.602,2.16.840.1.113883.4.642.3.610",UnitTypeCodes,Unit Type Codes,"This value set includes a smattering of Unit type codes.","StructureDefinition/MopedCoverageSelbstzahler,StructureDefinition/MopedCoverage","THO"
http://hl7.org/fhir/ValueSet/body-site,5.0.0,draft,"2.16.840.1.113883.4.642.3.653,2.16.840.1.113883.4.642.2.78,2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/MopedCondition","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,5.0.0,active,"2.16.840.1.113883.4.642.3.620,2.16.840.1.113883.4.642.2.327,2.16.840.1.113883.4.642.3.612",BundleType,Bundle Type,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/MopedQuestionnaireResponseEinmeldenBundle,StructureDefinition/MopedAntwortenBundleSV,StructureDefinition/MopedInputBundleKH,StructureDefinition/MopedAnfragenBundleKH,StructureDefinition/MopedUpdateBundleKH,StructureDefinition/MopedAufnehmenBundleKH,StructureDefinition/MopedAbrechnenBundleKH,StructureDefinition/MopedMeldenLGFBundle,StructureDefinition/MopedEntscheidenLGFBundle,StructureDefinition/MopedEntlassenBundle","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/c80-practice-codes,5.0.0,active,"2.16.840.1.113883.4.642.2.134,2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who    interacted with, treated, or provided a service to/for the patient. The value set used    for clinical specialty has been limited by HITSP to the value set reproduced from HITSP    C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/MopedKHOrganisationseinheit","SCT"
http://hl7.org/fhir/ValueSet/claim-careteamrole,5.0.0,draft,"2.16.840.1.113883.4.642.3.586,2.16.840.1.113883.4.642.3.578",ClaimCareTeamRoleCodes,Claim Care Team Role Codes,"This value set includes sample Claim Care Team Role codes.","StructureDefinition/MopedLKFRequest,StructureDefinition/MopedARKRequest,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedVAERequest,StructureDefinition/MopedVAERequestInitial","THO"
http://hl7.org/fhir/ValueSet/claim-decision,5.0.0,draft,"2.16.840.1.113883.4.642.3.2983",ClaimAdjudicationDecisionsCodes,Claim Adjudication Decision Codes,"This value set includes Claim Adjudication Decision codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-decision-reason,5.0.0,draft,,ClaimAdjudicationDecisionReasonCodes,Claim Adjudication Decision Reason Codes,"This value set includes example Claim Adjudication Decision Reason codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-exception,5.0.0,draft,"2.16.840.1.113883.4.642.3.572,2.16.840.1.113883.4.642.2.307,2.16.840.1.113883.4.642.3.580",ExceptionCodes,Exception Codes,"This value set includes sample Exception codes.","StructureDefinition/MopedLKFRequest,StructureDefinition/MopedARKRequest,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedVAERequest,StructureDefinition/MopedVAERequestInitial","THO"
http://hl7.org/fhir/ValueSet/claim-informationcategory,5.0.0,draft,"2.16.840.1.113883.4.642.3.574,2.16.840.1.113883.4.642.3.582",ClaimInformationCategoryCodes,Claim Information Category Codes,"This value set includes sample Information Category codes.","StructureDefinition/MopedLKFRequest,StructureDefinition/MopedARKRequest,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedVAERequest,StructureDefinition/MopedVAERequestInitial","THO"
http://hl7.org/fhir/ValueSet/claim-modifiers,5.0.0,draft,"2.16.840.1.113883.4.642.3.536,2.16.840.1.113883.4.642.2.311,2.16.840.1.113883.4.642.3.528",ModifierTypeCodes,Modifier type Codes,"This value set includes sample Modifier type codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFRequest,StructureDefinition/MopedARKRequest,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAERequest,StructureDefinition/MopedVAERequestInitial,StructureDefinition/MopedVAEResponse","THO"
http://hl7.org/fhir/ValueSet/claim-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.2984",ClaimProcessingCodes,Claim Processing Codes,"This value set includes Claim Processing Outcome codes.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAEResponse","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/claim-subtype,5.0.0,draft,"2.16.840.1.113883.4.642.3.558,2.16.840.1.113883.4.642.3.566",ExampleClaimSubTypeCodes,Example Claim SubType Codes,"This value set includes sample Claim SubType codes which are used to distinguish the claim types for example within type institutional there may be subtypes for emergency services, bed stay and transportation.","StructureDefinition/MopedVAEResponse","THO"
http://hl7.org/fhir/ValueSet/claim-use,5.0.0,draft,"2.16.840.1.113883.4.642.3.536,2.16.840.1.113883.4.642.3.544",Use,Use,"The purpose of the Claim: predetermination, preauthorization, claim.","StructureDefinition/MopedARKResponse,StructureDefinition/MopedLKFRequest,StructureDefinition/MopedARKRequest,StructureDefinition/MopedVAERequestVerlaengerung,StructureDefinition/MopedLKFResponse,StructureDefinition/MopedVAERequest,StructureDefinition/MopedVAERequestInitial,StructureDefinition/MopedVAEResponse","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/clinical-findings,5.0.0,draft,"2.16.840.1.113883.4.642.3.232,2.16.840.1.113883.4.642.3.227,2.16.840.1.113883.4.642.2.115",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/MopedCondition","SCT"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,5.0.0,draft,"2.16.840.1.113883.4.642.3.233,2.16.840.1.113883.4.642.3.238,2.16.840.1.113883.4.642.2.120",CompositionAttestationMode,Composition Attestation Mode,"The way in which a person authenticated a composition.","StructureDefinition/MopedUpdateComposition,StructureDefinition/MopedAufnahmeComposition,StructureDefinition/MopedEntlassenVollstaendigComposition,StructureDefinition/MopedAnfragenComposition,StructureDefinition/MopedBeantwortenComposition,StructureDefinition/MopedMasterComposition,StructureDefinition/MopedEntlassenAvisoComposition,StructureDefinition/MopedComposition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/composition-status,5.0.0,draft,"2.16.840.1.113883.4.642.2.123,2.16.840.1.113883.4.642.3.236,2.16.840.1.113883.4.642.3.241",CompositionStatus,Composition Status,"The workflow/clinical status of the composition.","StructureDefinition/MopedUpdateComposition,StructureDefinition/MopedAufnahmeComposition,StructureDefinition/MopedEntlassenVollstaendigComposition,StructureDefinition/MopedAnfragenComposition,StructureDefinition/MopedBeantwortenComposition,StructureDefinition/MopedMasterComposition,StructureDefinition/MopedEntlassenAvisoComposition,StructureDefinition/MopedComposition","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/condition-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.153,2.16.840.1.113883.4.642.3.162,2.16.840.1.113883.4.642.2.73",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/MopedCondition","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.155,2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.2.74",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/MopedCondition","THO"
