"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Patient-hi","Patient-hi","","","",0,*,"","","","null {[]} {[]}
","Patienten-Stammdaten - Patient (HI)","Patient/Teilnehmer basierend auf dem Entwurf der Datenspezifikation des modularen Rahmenkonzepts für Österreich für das Disease-Management bei chronischer Herzinsuffizienz.

Refer to the **[mapping from the logical model of HI to the logical model based on the International Patient Summary (IPS)](mappings.html#patient)** in order to get an idea how the IPS can be used in this context.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Patient-hi.Vorname","Patient-hi.Vorname","","","",1,*,"","","","string {[]} {[]}
","Vorname","Vorname","","","","","","","","","",,,,,"",,,,"Patient-hi.Vorname",1,*,"",""
"Patient-hi.Zuname","Patient-hi.Zuname","","","",1,*,"","","","string {[]} {[]}
","Zuname","Zuname","","","","","","","","","",,,,,"",,,,"Patient-hi.Zuname",1,*,"",""
"Patient-hi.Geburtsjahr","Patient-hi.Geburtsjahr","","","",1,1,"","","","date {[]} {[]}
","Geburtsjahr","Geburtsjahr","","","","","","","","","",,,,,"",,,,"Patient-hi.Geburtsjahr",1,1,"",""
"Patient-hi.SVNR","Patient-hi.SVNR","","","",1,1,"","","","string {[]} {[]}
","SVNR","SVNR","","","","","","","","","",,,,,"",,,,"Patient-hi.SVNR",1,1,"",""
"Patient-hi.KVTraeger","Patient-hi.KVTraeger","","","",1,1,"","","","string {[]} {[]}
","KV-Träger","KV-Träger","","","","","","","","","",,,,,"",,,,"Patient-hi.KVTraeger",1,1,"",""
"Patient-hi.Adresse","Patient-hi.Adresse","","","",1,*,"","","","Address {[]} {[]}
","Adresse/politischer Bezirk","Adresse/politischer Bezirk","","","","","","","","","",,,,,"",,,,"Patient-hi.Adresse",1,*,"",""
"Patient-hi.Telefonnummer","Patient-hi.Telefonnummer","","","",1,*,"","","","ContactPoint {[]} {[]}
","Telefonnummer","Telefonnummer","","","","","","","","","",,,,,"",,,,"Patient-hi.Telefonnummer",1,*,"",""
"Patient-hi.Geschlecht","Patient-hi.Geschlecht","","","",1,1,"","","","BackboneElement {[]} {[]}
","Geschlecht","Geschlecht","","","","","","","","","",,,,,"",,,,"Patient-hi.Geschlecht",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Patient-hi.Geschlecht.id","Patient-hi.Geschlecht.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
