URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://hi.iv.elga.gv.at/ValueSet/acetherapie,0.1.0,draft,,ACETherapie,ACE Therapie,"",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/austritt,0.1.0,draft,,Austritt,Austritt,"Dokumentation des Grundes für den Austritt aus einem DMP",,"SCT,Internal"
https://hi.iv.elga.gv.at/ValueSet/behandlungsziel,0.1.0,draft,,Behandlungsziel,Behandlungsziel,"Behandlungsziel gemäß Betreuungspfade",,"Internal"
https://hi.iv.elga.gv.at/ValueSet/diagnose,0.1.0,draft,,Diagnose,Diagnose,"Klassifikation der Herzinsuffizienz auf Basis der LVEF",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/einrichtungsart,0.1.0,draft,,Einrichtungsart,Einrichtungsart,"Art der Gesundheitseinrichtung (intramural/extramural)",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/komorbiditaeten,0.1.0,draft,,Komorbiditaeten,Komorbiditäten,"Spezifische Komorbiditäten zur Erstdiagnose Herzinsuffizienz",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/ressourcen,0.1.0,draft,,Ressourcen,Ressourcen,"",,"SCT,Internal"
https://hi.iv.elga.gv.at/ValueSet/schulung,0.1.0,draft,,Schulung,Schulung,"Erhebung der absolvierten Schulungen",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/symptomatik,0.1.0,draft,,Symptomatik,Symptomatik,"Einteilung gemäß der New York Heart Association (NYHA)",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/therapie,0.1.0,draft,,Therapie,Therapie,"",,"SCT"
https://hi.iv.elga.gv.at/ValueSet/zieldosis,0.1.0,draft,,Zieldosis,Zieldosis,"Beurteilung der evidenzbasierten Zieldosis",,"SCT"
