"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Folgedokumentation-hi","Folgedokumentation-hi","","","",0,*,"","","","null {[]} {[]}
","Folgedokumentation (HI)","Medizinische Datensätze - Folgedokumentation

Refer to the **[mapping from the logical model of HI to the logical model based on the International Patient Summary (IPS)](mappings.html#folgedokumentation)** in order to get an idea how the IPS can be used in this context.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Folgedokumentation-hi.VPNR","Folgedokumentation-hi.VPNR","","","",1,1,"","","","https://hi.iv.elga.gv.at/StructureDefinition/Akteur-hi {[]} {[]}
","Beteiligter Akteur","Beteiligter Akteur","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.VPNR",1,1,"",""
"Folgedokumentation-hi.Untersuchungsdatum","Folgedokumentation-hi.Untersuchungsdatum","","","",1,1,"","","","date {[]} {[]}
","Untersuchungsdatum","Untersuchungsdatum","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Untersuchungsdatum",1,1,"",""
"Folgedokumentation-hi.Patient","Folgedokumentation-hi.Patient","","","",1,1,"","","","https://hi.iv.elga.gv.at/StructureDefinition/Patient-hi {[]} {[]}
","Patient","Patient","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Patient",1,1,"",""
"Folgedokumentation-hi.Versorgung","Folgedokumentation-hi.Versorgung","","","",1,1,"","","","BackboneElement {[]} {[]}
","Laufende Versorgung gemäß Pfade","Laufende Versorgung gemäß Pfade","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Folgedokumentation-hi.Versorgung.id","Folgedokumentation-hi.Versorgung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Folgedokumentation-hi.Versorgung.extension","Folgedokumentation-hi.Versorgung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Folgedokumentation-hi.Versorgung.modifierExtension","Folgedokumentation-hi.Versorgung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Folgedokumentation-hi.Versorgung.geplant","Folgedokumentation-hi.Versorgung.geplant","","","",1,1,"","","","boolean {[]} {[]}
","Geplanter Kontrolltermin","Kontrolle bei primärer Anlaufstelle alle 3 Monate bei stabilen Patientinnen bzw. Patienten mit niedrigem Risiko; Kontrolle bei der Kardiologin bzw. beim Kardiologen mindestens alle 3 Monaten für Patientinnen bzw. Patienten mit hohem Risiko; regelmäßige Betreuung in Spezialeinrichtungen von Patientinnen bzw. Patienten mit sehr hohem Risiko","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.geplant",1,1,"",""
"Folgedokumentation-hi.Versorgung.AnzahlStationaer","Folgedokumentation-hi.Versorgung.AnzahlStationaer","","","",1,1,"","","","integer {[]} {[]}
","Ungeplante stationäre Behandlung wg. HI seit letzter Dokumentation","Ungeplante stationäre Behandlung wg. HI seit letzter Dokumentation","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.AnzahlStationaer",1,1,"",""
"Folgedokumentation-hi.Versorgung.Symptomatik","Folgedokumentation-hi.Versorgung.Symptomatik","","","",1,1,"","","","CodeableConcept {[]} {[]}
","NYHA I | NYHA II | NYHA III | NYHA IV","NYHA I | NYHA II | NYHA III | NYHA IV","","","","","","","","","",,"required","","https://hi.iv.elga.gv.at/ValueSet/symptomatik","",,,,"Folgedokumentation-hi.Versorgung.Symptomatik",1,1,"",""
"Folgedokumentation-hi.Versorgung.Behandlungsziel","Folgedokumentation-hi.Versorgung.Behandlungsziel","","","",1,1,"","","","BackboneElement {[]} {[]}
","Behandlungsziel","Behandlungsziel","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.Behandlungsziel",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Folgedokumentation-hi.Versorgung.Behandlungsziel.id","Folgedokumentation-hi.Versorgung.Behandlungsziel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Folgedokumentation-hi.Versorgung.Behandlungsziel.extension","Folgedokumentation-hi.Versorgung.Behandlungsziel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Folgedokumentation-hi.Versorgung.Behandlungsziel.modifierExtension","Folgedokumentation-hi.Versorgung.Behandlungsziel.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Folgedokumentation-hi.Versorgung.Behandlungsziel.Aenderung","Folgedokumentation-hi.Versorgung.Behandlungsziel.Aenderung","","","",1,1,"","","","boolean {[]} {[]}
","Änderung Behandlungsziel gemäß Pfade","Änderung Behandlungsziel gemäß Pfade","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.Behandlungsziel.Aenderung",1,1,"",""
"Folgedokumentation-hi.Versorgung.Behandlungsziel.Behandlungsziel","Folgedokumentation-hi.Versorgung.Behandlungsziel.Behandlungsziel","","","",1,1,"","","","CodeableConcept {[]} {[]}
","1 | 2 | 3a | 3b","1 | 2 | 3a | 3b","","","","","","","","","",,"required","","https://hi.iv.elga.gv.at/ValueSet/behandlungsziel","",,,,"Folgedokumentation-hi.Versorgung.Behandlungsziel.Behandlungsziel",1,1,"",""
"Folgedokumentation-hi.Versorgung.Komorbiditaet","Folgedokumentation-hi.Versorgung.Komorbiditaet","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Komorbidität","Komorbidität","","","","","","","","","",,"example","","https://hi.iv.elga.gv.at/ValueSet/komorbiditaeten","",,,,"Folgedokumentation-hi.Versorgung.Komorbiditaet",0,*,"",""
"Folgedokumentation-hi.Versorgung.EKG","Folgedokumentation-hi.Versorgung.EKG","","","",1,1,"","","","boolean {[]} {[]}
","EKG (mit 12 Ableitungen)","EKG (mit 12 Ableitungen)","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.EKG",1,1,"",""
"Folgedokumentation-hi.Versorgung.Kardiologe","Folgedokumentation-hi.Versorgung.Kardiologe","","","",1,1,"","","","boolean {[]} {[]}
","Überweisung an Kardiologin bzw. Kardiologen","alle 12-18 Monate bei stabilen Patientinnen bzw. Patienten mit niedrigem Risiko;
mind. alle 3 Monaten für Patientinnnen bzw. Patienten mit hohem Risiko","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.Kardiologe",1,1,"",""
"Folgedokumentation-hi.Versorgung.Echokardiogramm","Folgedokumentation-hi.Versorgung.Echokardiogramm","","","",1,1,"","","","boolean {[]} {[]}
","Echokardiographie (jährlich bei stabilen Patientinnen bzw. Patienten mit niedrigem Risiko)","Echokardiographie (jährlich bei stabilen Patientinnen bzw. Patienten mit niedrigem Risiko)","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Versorgung.Echokardiogramm",1,1,"",""
"Folgedokumentation-hi.Labor","Folgedokumentation-hi.Labor","","","",0,1,"","","","BackboneElement {[]} {[]}
","Laborbefund Serum-Elektrolyte inkl. eGFR (mindestens halbjährlich zu erheben)","Laborbefund Serum-Elektrolyte inkl. eGFR (mindestens halbjährlich zu erheben)","","","","","","","","","",,,,,"",,,,"Folgedokumentation-hi.Labor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Folgedokumentation-hi.Labor.id","Folgedokumentation-hi.Labor.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Folgedokumentation-hi.Labor.extension","Folgedokumentation-hi.Labor.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
