URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLABoolean,0.1.0,active,,KIOLABoolean,KIOLA Boolean,"",,
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLADevices,0.1.0,active,,KIOLADevices,KIOLA Devices,"Devices, that might transmit data to a KIOLA system.",,
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAGenericQuestionnaires,0.1.0,active,,KIOLAGenericQuestionnaires,KIOLA Generic Questionnaires,"",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMeasurementAutomaticTransmissionDeviceTypes,0.1.0,active,,KIOLAMeasurementAutomaticTransmissionDeviceTypes,KIOLA Automatic Transmission Measurement Device Types,"Types of devices that might automatically transmit vital data measurements to a KIOLA system, without entering the data manually.",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMeasurementAutomaticTransmissionProperties,0.1.0,active,,KIOLAMeasurementAutomaticTransmissionProperties,KIOLA Automatic Transmission Measurement Device Properties,"Properties of automatic transmission devices.",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMeasurementDeviceTypes,0.1.0,active,,KIOLAMeasurementDeviceTypes,KIOLA Measurement Device Types,"Types of devices that might transmit vital data measurements to a KIOLA system.",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMeasurementTypes,0.1.0,active,,KIOLAMeasurementTypes,KIOLA Measurement Types,"Types of vital data measurements, that can be transmitted to a KIOLA system.",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMeasurementUnits,0.1.0,active,,KIOLAMeasurementUnits,null,"",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KIOLAMedicationDailyDosage,0.1.0,active,,KIOLAMedicationDailyDosage,KIOLA Medication Daily Dosage,"",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KMCAppPackages,0.1.0,active,,KMCAppPackages,KMC App Packages,"App package IDs of first and 3rd party apps, that might be launched by a mobile client to facilitate the transmission process.",,"Internal"
https://fhir.ehealth-systems.at/artifacts/ValueSet/KMCUIReferences,0.1.0,active,,KMCUIReferences,KMC UI References,"References to UI elements, that might be used to initiate the transmission process on a mobile client.",,"Internal"
